corp_code,corp_name,year,quarter,매출액,영업이익,순이익,영업현금흐름,수주잔고,수주잔고_증감
00159616,두산에너빌리티,2024,4Q,16233055000000.0,1017600000000.0,394689000000.0,242204000000.0,5893000000.0,-1039579416.0
00159616,두산에너빌리티,2025,1Q,3748574000000.0,142475000000.0,0.0,-572034000000.0,2796000000.0,-3097000000.0
00159616,두산에너빌리티,2025,2Q,4569021000000.0,271106000000.0,0.0,-584842000000.0,35143000000.0,32347000000.0
00159616,두산에너빌리티,2025,3Q,3880350000000.0,137059000000.0,0.0,-644927000000.0,14597000000.0,-20546000000.0
00997812,코미코,2024,1Q,118018411243.0,27765246206.0,20002069212.0,20563002895.0,0.0,0.0
00997812,코미코,2024,2Q,133556719003.0,36890928137.0,0.0,70219407838.0,0.0,0.0
00997812,코미코,2024,3Q,127698420532.0,28981478048.0,0.0,103752233184.0,0.0,0.0
00997812,코미코,2024,4Q,0.0,112461653836.0,87845843289.0,115629051097.0,0.0,0.0
00997812,코미코,2025,1Q,134961429013.0,31258249606.0,20666906274.0,13556127298.0,0.0,0.0
00997812,코미코,2025,2Q,146003399733.0,30164038414.0,0.0,10149300807.0,0.0,0.0
00997812,코미코,2025,3Q,159055801053.0,25847209984.0,14565473228.0,36860665417.0,0.0,0.0
00139764,에넥스,2024,1Q,63339657817.0,1715432225.0,1129372090.0,-5352522140.0,0.0,0.0
00139764,에넥스,2024,2Q,64069638428.0,1014970221.0,2883487346.0,3822872234.0,0.0,0.0
00139764,에넥스,2024,3Q,71189910924.0,351354662.0,-333387810.0,2697815906.0,0.0,0.0
00139764,에넥스,2024,4Q,264107661658.0,5097016978.0,3905411933.0,4591372733.0,0.0,0.0
00139764,에넥스,2025,1Q,60314356402.0,1619665986.0,1519841986.0,7939720749.0,0.0,0.0
00139764,에넥스,2025,2Q,54815010945.0,1554511366.0,1151658340.0,6049799297.0,0.0,0.0
00139764,에넥스,2025,3Q,52049385499.0,-453923629.0,-784576315.0,3887094914.0,0.0,0.0
00537832,푸른기술,2024,1Q,7614094750.0,162400894.0,310533602.0,-2337143731.0,0.0,0.0
00537832,푸른기술,2024,2Q,8676658582.0,556269104.0,210944033.0,-729286308.0,0.0,0.0
00537832,푸른기술,2024,3Q,9907461838.0,988060662.0,1157362776.0,-12111080.0,0.0,0.0
00537832,푸른기술,2024,4Q,34770823435.0,2282906138.0,2006241439.0,338568613.0,0.0,0.0
00537832,푸른기술,2025,1Q,3312241172.0,-842103821.0,-373903171.0,14648966.0,0.0,0.0
00537832,푸른기술,2025,2Q,6520119797.0,-50884190.0,652609335.0,-128995026.0,0.0,0.0
00537832,푸른기술,2025,3Q,5133191317.0,-511336216.0,-853535594.0,-821027848.0,0.0,0.0
00140052,에이스침대,2024,1Q,83707582106.0,14757463666.0,13859025408.0,23412932557.0,0.0,0.0
00140052,에이스침대,2024,2Q,78335431163.0,21070530175.0,21778930712.0,31804829811.0,0.0,0.0
00140052,에이스침대,2024,3Q,77443765071.0,12584253880.0,10618676852.0,52150270047.0,0.0,0.0
00140052,에이스침대,2024,4Q,325991852047.0,66235236205.0,65909216013.0,75128613349.0,0.0,0.0
00140052,에이스침대,2025,1Q,81386569761.0,12100807341.0,0.0,12708726851.0,0.0,0.0
00140052,에이스침대,2025,2Q,76480851459.0,16908921587.0,0.0,16449899017.0,0.0,0.0
00140052,에이스침대,2025,3Q,79894175942.0,12292158839.0,0.0,32981609109.0,0.0,0.0
00367455,현우산업,2024,1Q,56412612548.0,3699890991.0,3525717029.0,7610237584.0,0.0,0.0
00367455,현우산업,2024,2Q,54451642659.0,2643485784.0,2905875794.0,8579642727.0,0.0,0.0
00367455,현우산업,2024,3Q,49922963267.0,1017094832.0,253303236.0,14954079097.0,0.0,0.0
00367455,현우산업,2024,4Q,206191625380.0,7747628957.0,8344172831.0,18204840641.0,0.0,0.0
00367455,현우산업,2025,1Q,50599310539.0,966586401.0,83734153.0,1378707978.0,0.0,0.0
00367455,현우산업,2025,2Q,61652415940.0,2757165588.0,2064117640.0,18479989650.0,0.0,0.0
00367455,현우산업,2025,3Q,64265954125.0,5149293973.0,4471747234.0,28049120255.0,0.0,0.0
00105606,금호에이치티,2024,1Q,118230745723.0,3960063312.0,4438809977.0,9305028533.0,0.0,0.0
00105606,금호에이치티,2024,2Q,104217662788.0,3470248127.0,-13327765384.0,23922455880.0,0.0,0.0
00105606,금호에이치티,2024,3Q,114669532849.0,3797440584.0,5203257422.0,37351422294.0,0.0,0.0
00105606,금호에이치티,2024,4Q,444874773913.0,11887771514.0,-14939787368.0,40756745969.0,0.0,0.0
00105606,금호에이치티,2025,1Q,102885153281.0,2637543854.0,1562878227.0,-1831018264.0,0.0,0.0
00105606,금호에이치티,2025,2Q,97013430353.0,747847760.0,-1386895699.0,8422911245.0,0.0,0.0
00105606,금호에이치티,2025,3Q,90283074484.0,805575716.0,-2382239144.0,10007006295.0,0.0,0.0
01142075,핑거,2024,1Q,16268437665.0,-22894705.0,164850023.0,-3007980613.0,1165267504.0,0.0
01142075,핑거,2024,2Q,15152734367.0,-52984510.0,191798075.0,-958732186.0,2258155359.0,1092887855.0
01142075,핑거,2024,3Q,19967031398.0,-118381120.0,218075873.0,-19611574.0,2057346930.0,-200808429.0
01142075,핑거,2024,4Q,71606479579.0,-470406299.0,941049477.0,1091137777.0,2173731841.0,116384911.0
01142075,핑거,2025,1Q,20613973461.0,200855863.0,528351627.0,-746333552.0,2566992172.0,393260331.0
01142075,핑거,2025,2Q,21845117019.0,527701213.0,598502697.0,157579662.0,2815445870.0,248453698.0
01142075,핑거,2025,3Q,25267911815.0,1089650257.0,1547928440.0,3542940327.0,2394669429.0,-420776441.0
00201742,유라테크,2024,1Q,51187637441.0,2499726167.0,0.0,-459114162.0,0.0,0.0
00201742,유라테크,2024,2Q,48543894038.0,2996692871.0,0.0,5445174538.0,0.0,0.0
00201742,유라테크,2024,3Q,47424098393.0,2197976625.0,0.0,3992836527.0,0.0,0.0
00201742,유라테크,2024,4Q,201350449443.0,10506324936.0,13358257740.0,3960837142.0,0.0,0.0
00201742,유라테크,2025,1Q,49954262784.0,1358686180.0,0.0,-4558185488.0,0.0,0.0
00201742,유라테크,2025,2Q,49101099913.0,1158846257.0,0.0,2533592312.0,0.0,0.0
00201742,유라테크,2025,3Q,50265946125.0,-180248391.0,0.0,20277741699.0,0.0,0.0
00359261,빛샘전자,2024,1Q,15377674308.0,675791961.0,643047358.0,932638608.0,0.0,0.0
00359261,빛샘전자,2024,2Q,16636836999.0,1015415496.0,1194617686.0,-1641871991.0,0.0,0.0
00359261,빛샘전자,2024,3Q,22818353020.0,500447834.0,645370184.0,-382525672.0,0.0,0.0
00359261,빛샘전자,2024,4Q,85120717267.0,5073498356.0,5164688686.0,2300906268.0,0.0,0.0
00359261,빛샘전자,2025,1Q,28066239468.0,1541095182.0,1336307398.0,3678117962.0,0.0,0.0
00359261,빛샘전자,2025,2Q,29220245415.0,1478480043.0,1193098589.0,-283772395.0,0.0,0.0
00359261,빛샘전자,2025,3Q,31922159561.0,2520521093.0,2429353909.0,1538849486.0,0.0,0.0
00133812,세방,2024,1Q,334766533372.0,10771570627.0,38671102870.0,-6062124193.0,6994350765.0,0.0
00133812,세방,2024,2Q,363822082575.0,11556786479.0,29939294183.0,26558152607.0,8992010300.0,1997659535.0
00133812,세방,2024,3Q,335052915212.0,5354797500.0,15009808985.0,47283421265.0,6392374771.0,-2599635529.0
00133812,세방,2024,4Q,0.0,24495686269.0,85471393368.0,52188792867.0,10462571089.0,4070196318.0
00133812,세방,2025,1Q,325443384490.0,10665419485.0,0.0,9761775451.0,5594505469.0,-4868065620.0
00133812,세방,2025,2Q,326618703882.0,11613875158.0,0.0,25695028711.0,6928845385.0,1334339916.0
00133812,세방,2025,3Q,315507178793.0,7332240105.0,0.0,55458814729.0,4781160285.0,-2147685100.0
00666064,셀바스AI,2024,1Q,0.0,-490649854.0,1521668662.0,883110068.0,2002985134.0,0.0
00666064,셀바스AI,2024,2Q,0.0,238251829.0,1286020944.0,-1119598421.0,2374006639.0,371021505.0
00666064,셀바스AI,2024,3Q,0.0,-654169939.0,-1181884617.0,-973347060.0,2004013206.0,-369993433.0
00666064,셀바스AI,2024,4Q,0.0,799960142.0,-1020940783.0,5232550604.0,2081912275.0,77899069.0
00666064,셀바스AI,2025,1Q,0.0,-409203747.0,21751206.0,5701785961.0,3813385864.0,1731473589.0
00666064,셀바스AI,2025,2Q,0.0,72363717.0,-4352443501.0,8424739040.0,3025097717.0,-788288147.0
00666064,셀바스AI,2025,3Q,0.0,1035126446.0,2481414157.0,6760146226.0,3446088681.0,420990964.0
00608839,에이루트,2024,1Q,22383208187.0,-1792884906.0,-23803650508.0,-11836100285.0,0.0,0.0
00608839,에이루트,2024,2Q,17534809410.0,-3437061691.0,427879752.0,-12216343820.0,0.0,0.0
00608839,에이루트,2024,3Q,10448548402.0,-4846615362.0,-5839044703.0,-12957947190.0,0.0,0.0
00608839,에이루트,2024,4Q,68591429517.0,-20810247816.0,-45299596818.0,-9251623004.0,0.0,0.0
00608839,에이루트,2025,1Q,11139417924.0,-3967816819.0,-3977507168.0,-1674633855.0,0.0,0.0
00608839,에이루트,2025,2Q,10701939969.0,-1577279866.0,-8637313962.0,-9184318459.0,0.0,0.0
00608839,에이루트,2025,3Q,14403448996.0,-690742653.0,-801076025.0,-12071712693.0,0.0,0.0
01051092,피씨엘,2024,1Q,458055370.0,-4591342798.0,-4808740964.0,-3623178396.0,184329859.0,0.0
01051092,피씨엘,2024,2Q,345346059.0,-2907442020.0,-3258522189.0,-5634492138.0,184329859.0,0.0
01051092,피씨엘,2024,3Q,379666061.0,-2307601610.0,-1574340665.0,-12042887526.0,198289619.0,13959760.0
01051092,피씨엘,2024,4Q,1246175928.0,-27109072636.0,-52844416494.0,-15783408280.0,162799859.0,-35489760.0
01051092,피씨엘,2025,1Q,2039233425.0,58789519.0,-145625285.0,-2965803407.0,168299859.0,5500000.0
01051092,피씨엘,2025,2Q,1675542216.0,-4147497137.0,-4460702949.0,-2996933231.0,168299859.0,0.0
01051092,피씨엘,2025,3Q,1205145687.0,127340770.0,205588392.0,-4508037477.0,173799859.0,5500000.0
00123772,부국증권,2024,1Q,0.0,19799387785.0,17143096378.0,-2355681416486.0,0.0,0.0
00123772,부국증권,2024,2Q,0.0,9993557702.0,8431528593.0,-2198952725387.0,0.0,0.0
00123772,부국증권,2024,3Q,0.0,8372412785.0,6843810116.0,-2860999593179.0,0.0,0.0
00123772,부국증권,2024,4Q,0.0,36674404410.0,30952554750.0,362734514734.0,0.0,0.0
00123772,부국증권,2025,1Q,0.0,22337568536.0,18314853078.0,-3100974168813.0,0.0,0.0
00123772,부국증권,2025,2Q,0.0,20472777051.0,17829030934.0,-2756829512612.0,0.0,0.0
00123772,부국증권,2025,3Q,0.0,13920053903.0,10495780280.0,-2840612750240.0,0.0,0.0
00158112,한국수출포장공업,2024,1Q,73456339508.0,3339146044.0,3181651138.0,5962335048.0,0.0,0.0
00158112,한국수출포장공업,2024,2Q,76674723841.0,3105359742.0,4822043577.0,7079870902.0,0.0,0.0
00158112,한국수출포장공업,2024,3Q,75463889444.0,-2906781343.0,-1563208781.0,11882041503.0,0.0,0.0
00158112,한국수출포장공업,2024,4Q,301761200613.0,-585859876.0,3395100263.0,8620418410.0,0.0,0.0
00158112,한국수출포장공업,2025,1Q,70952415653.0,-829194042.0,-180451380.0,180780285.0,0.0,0.0
00158112,한국수출포장공업,2025,2Q,74713939519.0,465217456.0,1326447971.0,5985885809.0,0.0,0.0
00158112,한국수출포장공업,2025,3Q,76336356525.0,-1047397737.0,-311477811.0,6616701079.0,0.0,0.0
01397620,루닛,2024,1Q,0.0,-12801692520.0,0.0,-16427025343.0,0.0,0.0
01397620,루닛,2024,2Q,0.0,-19944473878.0,0.0,-29411012668.0,0.0,0.0
01397620,루닛,2024,3Q,0.0,-16434306080.0,0.0,-49752326622.0,0.0,0.0
01397620,루닛,2024,4Q,0.0,-67672567880.0,-82420863344.0,-65696290063.0,0.0,0.0
01397620,루닛,2025,1Q,0.0,-20665942918.0,0.0,-12981200277.0,0.0,0.0
01397620,루닛,2025,2Q,0.0,-21109356694.0,0.0,-25182369722.0,0.0,0.0
01397620,루닛,2025,3Q,0.0,-21555812087.0,0.0,-41975387833.0,0.0,0.0
00139083,아진산업,2024,1Q,173075920569.0,8364313786.0,7669279613.0,16733299109.0,0.0,0.0
00139083,아진산업,2024,2Q,198691631159.0,9966076597.0,998000497.0,90731745891.0,0.0,0.0
00139083,아진산업,2024,3Q,186590357024.0,11836434243.0,3219970580.0,74171943483.0,0.0,0.0
00139083,아진산업,2024,4Q,776834397585.0,32271930442.0,18609126718.0,60578305392.0,0.0,0.0
00139083,아진산업,2025,1Q,242906618746.0,7068247112.0,-322530189.0,-11479603951.0,0.0,0.0
00139083,아진산업,2025,2Q,255571712756.0,47490146205.0,0.0,40759159138.0,0.0,0.0
00139083,아진산업,2025,3Q,238451739485.0,-6922001091.0,0.0,21081267294.0,0.0,0.0
00163196,한일철강,2024,1Q,49991038513.0,381698321.0,-2070183691.0,-1751259.0,0.0,0.0
00163196,한일철강,2024,2Q,55504693049.0,444485962.0,-1643411064.0,-5619148025.0,0.0,0.0
00163196,한일철강,2024,3Q,44028114260.0,-176108746.0,-603162289.0,3109065237.0,0.0,0.0
00163196,한일철강,2024,4Q,205842246124.0,666960944.0,-4610118113.0,3279891876.0,0.0,0.0
00163196,한일철강,2025,1Q,49758060866.0,189114894.0,-140560871.0,-4243514026.0,0.0,0.0
00163196,한일철강,2025,2Q,50110081938.0,1540416892.0,1840586135.0,-62738492.0,0.0,0.0
00163196,한일철강,2025,3Q,50841029155.0,1423566648.0,-911670192.0,-4959633721.0,0.0,0.0
00108135,녹십자홀딩스,2024,1Q,469998872155.0,-31098233276.0,-61906713271.0,-90725864308.0,26168709506.0,0.0
00108135,녹십자홀딩스,2024,2Q,559774272162.0,0.0,0.0,-131342375682.0,38770729473.0,12602019967.0
00108135,녹십자홀딩스,2024,3Q,609984373809.0,0.0,0.0,-123105957232.0,14463681240.0,-24307048233.0
00108135,녹십자홀딩스,2024,4Q,2204855223217.0,-10716124374.0,-11089572564.0,-89947939289.0,21141051227.0,6677369987.0
00108135,녹십자홀딩스,2025,1Q,494577268500.0,0.0,0.0,-172996943255.0,17090821758.0,-4050229469.0
00108135,녹십자홀딩스,2025,2Q,600551774521.0,0.0,0.0,-199229504457.0,16663062871.0,-427758887.0
00108135,녹십자홀딩스,2025,3Q,736860683787.0,0.0,0.0,-59276196755.0,12942304153.0,-3720758718.0
00109718,사조대림,2024,1Q,594649092963.0,44099200525.0,34073593135.0,55660578734.0,0.0,0.0
00109718,사조대림,2024,2Q,584955789114.0,32180888699.0,23585136974.0,97890280418.0,0.0,0.0
00109718,사조대림,2024,3Q,635998148401.0,46459551682.0,37282588026.0,138996911019.0,0.0,0.0
00109718,사조대림,2024,4Q,2642956274496.0,133016935612.0,95780719849.0,153030568534.0,0.0,0.0
00109718,사조대림,2025,1Q,853730549586.0,15252257579.0,8643865734.0,62651026913.0,0.0,0.0
00109718,사조대림,2025,2Q,860453610053.0,31625485459.0,22090237081.0,32566695045.0,0.0,0.0
00109718,사조대림,2025,3Q,937038195098.0,31679136738.0,22321992178.0,79013502035.0,0.0,0.0
00994994,나노,2024,1Q,18757101108.0,0.0,827234975.0,-3872302636.0,7721449885.0,0.0
00994994,나노,2024,2Q,22949235910.0,0.0,0.0,1555650313.0,14629974719.0,6908524834.0
00994994,나노,2024,3Q,25843641069.0,0.0,0.0,-731762398.0,6730121416.0,-7899853303.0
00994994,나노,2024,4Q,0.0,1657604767.0,22070523755.0,8110602124.0,14535315473.0,7805194057.0
00994994,나노,2025,1Q,0.0,-263606228.0,0.0,-3499894275.0,14727760411.0,192444938.0
00994994,나노,2025,2Q,0.0,14611905.0,0.0,-3348154421.0,20869319359.0,6141558948.0
00994994,나노,2025,3Q,0.0,5517881490.0,0.0,-5591341562.0,5689243216.0,-15180076143.0
00201733,TJ미디어,2024,1Q,23427676301.0,1064088113.0,731349460.0,1980113833.0,0.0,0.0
00201733,TJ미디어,2024,2Q,23169812004.0,1808875010.0,1381569297.0,4805996918.0,0.0,0.0
00201733,TJ미디어,2024,3Q,20355652423.0,457784372.0,46584199.0,8236062254.0,0.0,0.0
00201733,TJ미디어,2024,4Q,91871741553.0,4664208620.0,4645604047.0,13360525360.0,0.0,0.0
00201733,TJ미디어,2025,1Q,21380029496.0,662837532.0,487904772.0,1117794476.0,0.0,0.0
00201733,TJ미디어,2025,2Q,27490257083.0,331630026.0,124968023.0,4151448345.0,0.0,0.0
00201733,TJ미디어,2025,3Q,24820011298.0,1747202763.0,1622390223.0,1054622365.0,0.0,0.0
01047451,셀바스헬스케어,2024,1Q,6769473566.0,237351719.0,664531562.0,-931951723.0,146040548.0,0.0
01047451,셀바스헬스케어,2024,2Q,7175742643.0,595279774.0,195839434.0,214851144.0,361743280.0,215702732.0
01047451,셀바스헬스케어,2024,3Q,8595155474.0,1548063757.0,213959901.0,2569491851.0,454277572.0,92534292.0
01047451,셀바스헬스케어,2024,4Q,31702268070.0,3273928848.0,3151898805.0,4499635393.0,309263974.0,-145013598.0
01047451,셀바스헬스케어,2025,1Q,7216386844.0,349022235.0,194033274.0,-810604906.0,424736513.0,115472539.0
01047451,셀바스헬스케어,2025,2Q,6704105034.0,-1029350791.0,-456425875.0,-1892864159.0,410317900.0,-14418613.0
01047451,셀바스헬스케어,2025,3Q,6707001432.0,540662426.0,508988524.0,-1054804054.0,1114856902.0,704539002.0
00569646,영우디에스피,2024,1Q,5652494808.0,-1561884772.0,-964639226.0,-6705048004.0,5415603360.0,0.0
00569646,영우디에스피,2024,2Q,24781476953.0,-74412304.0,155665319.0,-1579857924.0,6013563414.0,597960054.0
00569646,영우디에스피,2024,3Q,7382084989.0,-1951321363.0,-3161109980.0,-7003413917.0,7380505508.0,1366942094.0
00569646,영우디에스피,2024,4Q,59066008257.0,-4973701551.0,-3943467235.0,-1462341556.0,8524366352.0,1143860844.0
00569646,영우디에스피,2025,1Q,8119245309.0,-170321364.0,-517553870.0,4528369577.0,7832610000.0,-691756352.0
00569646,영우디에스피,2025,2Q,18503659119.0,-135783022.0,658725756.0,1518374669.0,4877444042.0,-2955165958.0
00569646,영우디에스피,2025,3Q,19394005302.0,1059516390.0,423126349.0,4496567533.0,9320566652.0,4443122610.0
00152260,카스,2024,1Q,38621726160.0,428924796.0,448278711.0,-60246393.0,0.0,0.0
00152260,카스,2024,2Q,38844324123.0,596134627.0,253047737.0,2446815756.0,0.0,0.0
00152260,카스,2024,3Q,37833624128.0,992670350.0,-525482172.0,3021006731.0,0.0,0.0
00152260,카스,2024,4Q,156004130939.0,3609514029.0,1310845236.0,3474777029.0,0.0,0.0
00152260,카스,2025,1Q,38947040473.0,583739836.0,119717368.0,628263558.0,0.0,0.0
00152260,카스,2025,2Q,38540507061.0,654788017.0,-946858432.0,4048249168.0,0.0,0.0
00152260,카스,2025,3Q,36558493484.0,-1029237237.0,-1002911016.0,408938961.0,0.0,0.0
00398668,휴비츠,2024,1Q,26908620859.0,3425971312.0,3707535826.0,-874562412.0,0.0,0.0
00398668,휴비츠,2024,2Q,30985497789.0,5193787005.0,5489117928.0,1881941389.0,0.0,0.0
00398668,휴비츠,2024,3Q,29937513938.0,3971681545.0,2125874360.0,4148088513.0,0.0,0.0
00398668,휴비츠,2024,4Q,117875139902.0,13333966220.0,8364298114.0,4914621814.0,0.0,0.0
00398668,휴비츠,2025,1Q,29887433616.0,3263352309.0,2737194189.0,1075472769.0,0.0,0.0
00398668,휴비츠,2025,2Q,29133366794.0,1864901988.0,-1424550811.0,3205371667.0,0.0,0.0
00398668,휴비츠,2025,3Q,31496164578.0,2510219170.0,0.0,2121206644.0,0.0,0.0
00340272,에스폴리텍,2024,1Q,17857651062.0,-23215490.0,1357680932.0,1098874623.0,35990835.0,0.0
00340272,에스폴리텍,2024,2Q,20088226361.0,84903011.0,1407600502.0,1959626119.0,42698401.0,6707566.0
00340272,에스폴리텍,2024,3Q,18110181197.0,-286705597.0,-1881876172.0,-1056717966.0,26010862.0,-16687539.0
00340272,에스폴리텍,2024,4Q,80163188870.0,643122594.0,5025190936.0,980119096.0,57360976.0,31350114.0
00340272,에스폴리텍,2025,1Q,15878659067.0,-1918045293.0,-1373963566.0,-1670589347.0,39621286.0,-17739690.0
00340272,에스폴리텍,2025,2Q,17288470325.0,-503953816.0,-2876205702.0,-621472140.0,26458231.0,-13163055.0
00340272,에스폴리텍,2025,3Q,16695931713.0,-1285041034.0,-307722743.0,-4174777283.0,36239146.0,9780915.0
01067516,골프존,2024,1Q,182117045382.0,31619796782.0,19037793645.0,10597294345.0,0.0,0.0
01067516,골프존,2024,2Q,160713478915.0,25626632772.0,16552211225.0,38155331257.0,0.0,0.0
01067516,골프존,2024,3Q,146166464126.0,27489361043.0,18593414040.0,57250512733.0,0.0,0.0
01067516,골프존,2024,4Q,619981380425.0,95827273929.0,42042966091.0,77694355136.0,0.0,0.0
01067516,골프존,2025,1Q,129837414240.0,26756708164.0,0.0,25565851115.0,0.0,0.0
01067516,골프존,2025,2Q,121058288753.0,19779335660.0,0.0,51558084585.0,0.0,0.0
01067516,골프존,2025,3Q,120849679245.0,15290479564.0,0.0,75912337396.0,0.0,0.0
00867849,오파스넷,2024,1Q,33147481865.0,108057771.0,0.0,-10228947333.0,0.0,0.0
00867849,오파스넷,2024,2Q,38981745557.0,1675713371.0,0.0,-14113495806.0,0.0,0.0
00867849,오파스넷,2024,3Q,44412413105.0,2513841278.0,0.0,-18050222566.0,0.0,0.0
00867849,오파스넷,2024,4Q,192885362327.0,10651501416.0,9646943701.0,11355445944.0,0.0,0.0
00867849,오파스넷,2025,1Q,44365798032.0,564692847.0,0.0,2574505382.0,0.0,0.0
00867849,오파스넷,2025,2Q,58156186060.0,5582060825.0,0.0,1950892330.0,0.0,0.0
00867849,오파스넷,2025,3Q,42825514143.0,3362488442.0,0.0,2161736032.0,0.0,0.0
00152039,SG글로벌,2024,1Q,0.0,2035707891.0,3543089442.0,4203470036.0,0.0,0.0
00152039,SG글로벌,2024,2Q,0.0,3756248978.0,2906595580.0,7194712456.0,0.0,0.0
00152039,SG글로벌,2024,3Q,0.0,-2451687760.0,-2558735279.0,3452109274.0,0.0,0.0
00152039,SG글로벌,2024,4Q,99434870010.0,6154463640.0,6316098065.0,9318631105.0,0.0,0.0
00152039,SG글로벌,2025,1Q,23076835245.0,1915877104.0,1321429987.0,3166051242.0,0.0,0.0
00152039,SG글로벌,2025,2Q,27491995155.0,2627134371.0,1567796736.0,8444980317.0,0.0,0.0
00152039,SG글로벌,2025,3Q,15889514543.0,-503185655.0,-380267599.0,7720461498.0,0.0,0.0
00587466,KPX홀딩스,2024,1Q,291023296038.0,18065306970.0,23430843123.0,48397599342.0,0.0,0.0
00587466,KPX홀딩스,2024,2Q,316105331070.0,16290162363.0,45692245385.0,51002130962.0,0.0,0.0
00587466,KPX홀딩스,2024,3Q,290280815119.0,11910284511.0,1977012402.0,90556049922.0,0.0,0.0
00587466,KPX홀딩스,2024,4Q,1223942110308.0,51133047274.0,118779477894.0,109582804611.0,0.0,0.0
00587466,KPX홀딩스,2025,1Q,295706279276.0,13254077020.0,0.0,52999093678.0,0.0,0.0
00587466,KPX홀딩스,2025,2Q,293826413878.0,12714223769.0,0.0,70788646262.0,0.0,0.0
00587466,KPX홀딩스,2025,3Q,288336380039.0,14208645320.0,0.0,74496891046.0,0.0,0.0
01158553,켄코아에어로스페이스,2024,1Q,20451635686.0,0.0,0.0,138344053.0,0.0,0.0
01158553,켄코아에어로스페이스,2024,2Q,23143296816.0,0.0,-11286843912.0,-13594593672.0,0.0,0.0
01158553,켄코아에어로스페이스,2024,3Q,23372228950.0,0.0,-13570792843.0,-16215732519.0,0.0,0.0
01158553,켄코아에어로스페이스,2024,4Q,86153888057.0,0.0,0.0,-22606230505.0,0.0,0.0
01158553,켄코아에어로스페이스,2025,1Q,16883841495.0,0.0,0.0,-670464818.0,0.0,0.0
01158553,켄코아에어로스페이스,2025,2Q,21589818643.0,0.0,0.0,-3534935965.0,0.0,0.0
01158553,켄코아에어로스페이스,2025,3Q,17762702927.0,0.0,-2822220239.0,-3384140470.0,0.0,0.0
00535375,키네마스터,2024,1Q,3274332417.0,50977008.0,1047917255.0,519596380.0,0.0,0.0
00535375,키네마스터,2024,2Q,3468850946.0,286137772.0,1150514546.0,1810537216.0,0.0,0.0
00535375,키네마스터,2024,3Q,3235052105.0,94330281.0,-608533044.0,2561358457.0,0.0,0.0
00535375,키네마스터,2024,4Q,13333948574.0,592222129.0,4396720879.0,3484548653.0,0.0,0.0
00535375,키네마스터,2025,1Q,3149991064.0,281047872.0,1817462933.0,665537253.0,0.0,0.0
00535375,키네마스터,2025,2Q,3094499255.0,121338259.0,-433495939.0,914946333.0,0.0,0.0
00535375,키네마스터,2025,3Q,3001342335.0,295357506.0,2078543134.0,1939566701.0,0.0,0.0
01128613,화승엔터프라이즈,2024,1Q,345369189063.0,5327365659.0,-1803572297.0,20003001396.0,0.0,0.0
01128613,화승엔터프라이즈,2024,2Q,391677790942.0,18773696917.0,6924634539.0,55730696546.0,0.0,0.0
01128613,화승엔터프라이즈,2024,3Q,386114213637.0,19114291697.0,8241250570.0,59488075436.0,0.0,0.0
01128613,화승엔터프라이즈,2024,4Q,1609616611391.0,82566443170.0,34359170263.0,80863150057.0,0.0,0.0
01128613,화승엔터프라이즈,2025,1Q,423427674104.0,13419922391.0,1019699986.0,13221866294.0,0.0,0.0
01128613,화승엔터프라이즈,2025,2Q,386980778665.0,9313066681.0,-10180604783.0,65570668832.0,0.0,0.0
01128613,화승엔터프라이즈,2025,3Q,355774686579.0,142715537.0,-4831456430.0,74305972693.0,0.0,0.0
00102760,두산건설,2024,1Q,496402837525.0,26248587219.0,12836164126.0,9207403227.0,409949913430.0,0.0
00102760,두산건설,2024,2Q,647400735643.0,27331628585.0,20470782606.0,2852919004.0,391915039415.0,-18034874015.0
00102760,두산건설,2024,3Q,465620422397.0,34297584058.0,25227208115.0,-163674854290.0,456310212220.0,64395172805.0
00102760,두산건설,2024,4Q,2175315571599.0,108091804681.0,19844317234.0,-165093866841.0,393587753842.0,-62722458378.0
00102760,두산건설,2025,1Q,424775620844.0,8242714448.0,4152044668.0,-21327136219.0,430263159175.0,36675405333.0
00102760,두산건설,2025,2Q,443598022008.0,45405529706.0,31554310568.0,-118257702511.0,406220680230.0,-24042478945.0
00102760,두산건설,2025,3Q,464211491302.0,44679088738.0,28297707081.0,-138934758290.0,367961894589.0,-38258785641.0
00353878,다스코,2024,1Q,72657322344.0,-3244092991.0,-4392864040.0,16348429814.0,0.0,0.0
00353878,다스코,2024,2Q,84595714701.0,3602938224.0,3102445443.0,26121299260.0,0.0,0.0
00353878,다스코,2024,3Q,62483829276.0,-3320660968.0,-4044403488.0,23017622744.0,0.0,0.0
00353878,다스코,2024,4Q,312011404043.0,-1754716494.0,-3593236738.0,15916843497.0,0.0,0.0
00353878,다스코,2025,1Q,49960090753.0,-2646292885.0,-2393492341.0,7110782691.0,0.0,0.0
00353878,다스코,2025,2Q,70050080348.0,744175717.0,-2208350232.0,8875606856.0,0.0,0.0
00353878,다스코,2025,3Q,57472238292.0,-2805461790.0,-2518503954.0,26751006104.0,0.0,0.0
00957735,클리오,2024,1Q,92975940721.0,8509323508.0,9895504689.0,17842482171.0,14295873.0,0.0
00957735,클리오,2024,2Q,92581105814.0,9576226939.0,8968547491.0,10041596425.0,13912309.0,-383564.0
00957735,클리오,2024,3Q,87558600126.0,6407227824.0,6024046369.0,22287761782.0,11096700.0,-2815609.0
